countyname,crash19,fatal19,rate19,crash20,fatal20,rate20,pchange
Adams,38,1,2.6315789473684212,27,0,0,Null
Allen,269,1,0.37174721189591076,238,2,0.8403361344537815,126.050420168067
Ashland,82,1,1.2195121951219512,70,0,0,Null
Ashtabula,169,0,0,123,2,1.6260162601626016,Null
Athens,75,0,0,58,2,3.4482758620689653,Null
Auglaize,107,1,0.9345794392523364,60,1,1.6666666666666667,78.3333333333333
Belmont,134,2,1.492537313432836,97,0,0,Null
Brown,77,1,1.2987012987012987,53,0,0,-100
Butler,749,3,0.40053404539385845,429,1,0.2331002331002331,-41.8026418026418
Carroll,25,1,4,11,0,0,Null
Champaign,58,1,1.7241379310344827,36,0,0,Null
Clark,298,1,0.33557046979865773,265,3,1.1320754716981132,237.358490566038
Clermont,418,1,0.23923444976076555,323,0,0,Null
Clinton,69,0,0,56,0,0,Null
Columbiana,138,0,0,94,1,1.0638297872340425,Null
Coshocton,27,0,0,7,1,14.285714285714286,Null
Crawford,59,0,0,47,1,2.127659574468085,Null
Cuyahoga,2871,7,0.24381748519679555,2038,12,0.5888125613346418,141.497266227394
Darke,88,0,0,58,1,1.7241379310344827,Null
Defiance,112,1,0.8928571428571429,41,0,0,Null
Delaware,351,0,0,213,0,0,Null
Erie,231,2,0.8658008658008658,167,0,0,-100
Fairfield,235,0,0,155,0,0,Null
Fayette,67,0,0,30,1,3.3333333333333335,Null
Franklin,3109,6,0.1929880990672242,1296,10,0.7716049382716049,299.819958847737
Fulton,88,2,2.272727272727273,57,0,0,Null
Gallia,69,0,0,42,0,0,Null
Geauga,151,1,0.6622516556291391,100,2,2,202
Greene,342,3,0.8771929824561403,234,1,0.42735042735042733,-51.2820512820513
Guernsey,103,1,0.970873786407767,84,0,0,Null
Hamilton,2893,4,0.13826477704804702,1754,7,0.3990877993158495,188.640250855188
Hancock,193,0,0,142,2,1.408450704225352,Null
Hardin,44,0,0,13,0,0,Null
Harrison,38,0,0,23,0,0,Null
Henry,58,0,0,48,0,0,Null
Highland,68,0,0,51,0,0,Null
Hocking,57,0,0,48,0,0,Null
Holmes,81,0,0,44,1,2.272727272727273,Null
Huron,104,1,0.9615384615384616,87,0,0,Null
Jackson,79,0,0,73,1,1.36986301369863,Null
Jefferson,89,0,0,65,0,0,Null
Knox,95,1,1.0526315789473684,85,0,0,Null
Lake,387,1,0.25839793281653745,248,0,0,Null
Lawrence,104,1,0.9615384615384616,84,0,0,Null
Licking,295,2,0.6779661016949152,244,2,0.819672131147541,20.9016393442623
Logan,72,0,0,80,0,0,Null
Lorain,585,0,0,382,0,0,Null
Lucas,1298,4,0.3081664098613251,848,4,0.4716981132075472,53.0660377358491
Madison,84,0,0,67,0,0,Null
Mahoning,437,1,0.2288329519450801,332,1,0.30120481927710846,31.6265060240964
Marion,125,0,0,104,0,0,Null
Medina,267,1,0.37453183520599254,164,3,1.829268292682927,388.414634146341
Meigs,23,0,0,38,0,0,Null
Mercer,75,0,0,47,0,0,Null
Miami,250,0,0,131,0,0,Null
Monroe,19,1,5.2631578947368425,20,0,0,Null
Montgomery,1152,1,0.08680555555555555,893,5,0.5599104143337066,545.01679731243
Morgan,17,0,0,17,1,5.882352941176471,Null
Morrow,82,0,0,66,1,1.5151515151515151,Null
Muskingum,182,1,0.5494505494505495,163,0,0,Null
Noble,13,2,15.384615384615385,10,0,0,Null
Ottawa,84,0,0,72,0,0,Null
Paulding,46,0,0,28,0,0,Null
Perry,48,0,0,43,2,4.651162790697675,Null
Pickaway,118,2,1.694915254237288,95,2,2.1052631578947367,24.2105263157895
Pike,52,2,3.8461538461538463,40,0,0,Null
Portage,296,0,0,213,2,0.9389671361502347,Null
Preble,76,0,0,53,0,0,Null
Putnam,40,0,0,3,0,0,Null
Richland,250,2,0.8,133,0,0,Null
Ross,194,3,1.5463917525773196,132,0,0,-100
Sandusky,128,0,0,101,1,0.9900990099009901,Null
Scioto,131,0,0,125,0,0,Null
Seneca,112,1,0.8928571428571429,99,2,2.0202020202020203,126.262626262626
Shelby,97,0,0,77,2,2.5974025974025974,Null
Stark,703,0,0,578,1,0.17301038062283736,Null
Summit,1223,0,0,890,3,0.33707865168539325,Null
Trumbull,359,0,0,291,2,0.6872852233676976,Null
Tuscarawas,168,3,1.7857142857142858,143,4,2.797202797202797,56.6433566433566
Union,101,1,0.9900990099009901,76,0,0,Null
Van wert,57,0,0,52,0,0,Null
Vinton,16,1,6.25,21,0,0,Null
Warren,419,4,0.954653937947494,267,1,0.37453183520599254,-60.7677902621723
Washington,82,0,0,88,1,1.1363636363636365,Null
Wayne,191,1,0.5235602094240838,112,0,0,Null
Williams,98,1,1.0204081632653061,67,0,0,Null
Wood,283,0,0,187,3,1.6042780748663101,Null
Wyandot,58,4,6.896551724137931,27,0,0,Null
